1	2
1	3
2	3
4	1
4	2
4	3
5	1
5	4
5	3
6	3
6	5
6	1
7	5
7	1
7	4
8	5
8	4
8	1
9	1
9	4
9	2
10	1
10	2
10	3
11	1
11	6
11	2
12	2
12	6
12	8
13	5
13	6
13	3
14	8
14	3
14	1
15	8
15	4
15	1
16	10
16	3
16	8
17	10
17	14
17	3
18	6
18	8
18	3
19	10
19	2
19	1
20	5
20	9
20	3
21	20
21	5
21	3
22	21
22	1
22	14
23	21
23	1
23	6
24	8
24	22
24	18
25	13
25	10
25	12
26	3
26	14
26	5
27	14
27	5
27	21
28	9
28	3
28	8
29	23
29	3
29	9
30	3
30	14
30	8
31	21
31	29
31	9
32	6
32	27
32	25
33	12
33	2
33	3
34	5
34	25
34	33
35	21
35	18
35	6
36	27
36	7
36	3
37	35
37	6
37	8
38	1
38	21
38	36
39	5
39	8
39	1
40	4
40	6
40	21
41	26
41	4
41	31
42	5
42	37
42	2
43	7
43	21
43	10
44	10
44	21
44	30
45	29
45	22
45	32
46	3
46	9
46	12
47	18
47	5
47	12
48	3
48	12
48	10
49	38
49	42
49	34
50	5
50	3
50	18
51	8
51	22
51	24
52	21
52	41
52	4
53	6
53	48
53	41
54	47
54	27
54	1
55	1
55	5
55	21
56	6
56	23
56	18
57	15
57	32
57	10
58	4
58	25
58	1
59	35
59	51
59	31
60	46
60	52
60	48
61	3
61	51
61	20
62	22
62	3
62	43
63	24
63	17
63	41
64	50
64	3
64	14
65	7
65	1
65	32
66	47
66	41
66	5
67	29
67	14
67	12
68	25
68	22
68	30
69	66
69	44
69	46
70	33
70	43
70	29
71	67
71	57
71	46
72	36
72	69
72	34
73	34
73	13
73	2
74	49
74	5
74	19
75	10
75	27
75	26
76	24
76	73
76	14
77	64
77	7
77	42
78	5
78	49
78	8
79	55
79	50
79	77
80	8
80	18
80	14
81	59
81	1
81	12
82	56
82	12
82	10
83	1
83	63
83	81
84	3
84	1
84	21
85	26
85	69
85	41
86	4
86	71
86	3
87	51
87	22
87	21
88	42
88	9
88	1
89	46
89	13
89	70
90	29
90	20
90	4
91	71
91	14
91	13
92	87
92	34
92	42
93	30
93	43
93	72
94	55
94	6
94	21
95	90
95	42
95	83
96	79
96	12
96	7
97	34
97	10
97	3
98	71
98	82
98	9
99	71
99	2
99	12
100	52
100	4
100	68
101	85
101	3
101	44
102	48
102	35
102	36
103	59
103	31
103	12
104	21
104	80
104	3
105	85
105	66
105	3
106	7
106	1
106	98
107	6
107	2
107	51
108	21
108	93
108	59
109	52
109	8
109	1
110	3
110	47
110	38
111	3
111	12
111	77
112	98
112	35
112	12
113	43
113	57
113	97
114	41
114	5
114	46
115	2
115	20
115	107
116	67
116	84
116	5
117	5
117	35
117	24
118	99
118	52
118	71
119	59
119	10
119	21
120	33
120	22
120	93
121	107
121	83
121	68
122	3
122	10
122	41
123	1
123	46
123	7
124	62
124	82
124	6
125	3
125	57
125	74
126	26
126	5
126	67
127	10
127	54
127	6
128	2
128	69
128	14
129	100
129	2
129	10
130	26
130	10
130	6
131	3
131	52
131	1
132	1
132	34
132	9
133	12
133	8
133	4
134	6
134	110
134	21
135	6
135	26
135	105
136	21
136	64
136	108
137	4
137	23
137	6
138	25
138	35
138	64
139	18
139	6
139	29
140	72
140	124
140	136
141	1
141	27
141	8
142	46
142	113
142	132
143	87
143	43
143	96
144	6
144	115
144	127
145	107
145	5
145	77
146	59
146	12
146	26
147	137
147	18
147	117
148	12
148	130
