   1	  44
   1	  45
   1	  46
   1	  47
   1	  48
   1	  49
   2	   3
   2	   4
   2	   9
   2	  14
   2	  15
   2	  30
   2	  34
   2	  35
   3	   4
   3	  14
   3	  15
   3	  30
   3	  34
   3	  35
   4	   9
   4	  14
   4	  17
   4	  23
   4	  24
   4	  25
   4	  26
   4	  27
   4	  28
   4	  30
   4	  34
   4	  35
   5	   6
   5	   8
   5	  37
   6	   8
   6	  37
   7	  11
   7	  17
   7	  19
   7	  22
   7	  23
   7	  24
   7	  25
   7	  26
   7	  27
   7	  28
   7	  29
   7	  35
   8	  11
   8	  25
   8	  35
   8	  43
   9	  11
   9	  12
   9	  18
   9	  29
   9	  38
   9	  40
   9	  41
  11	  12
  11	  17
  11	  18
  11	  25
  11	  29
  11	  38
  11	  41
  12	  41
  13	  21
  13	  25
  13	  28
  14	  22
  15	  11
  15	  17
  15	  19
  15	  21
  15	  22
  15	  23
  15	  24
  15	  25
  15	  26
  15	  27
  15	  28
  15	  29
  15	  35
  16	  12
  16	  17
  16	  21
  16	  22
  16	  28
  17	  12
  17	  21
  17	  22
  17	  27
  17	  28
  17	  40
  17	  41
  18	  42
  20	  39
  20	  42
  21	  12
  21	  29
  21	  40
  22	  40
  22	  41
  23	  29
  23	  39
  23	  40
  23	  41
  23	  42
  24	  29
  24	  40
  25	  40
  26	  20
  26	  24
  26	  40
  27	  18
  27	  20
  27	  22
  27	  24
  27	  29
  27	  39
  27	  40
  28	  12
  28	  29
  29	  42
  30	  11
  30	  17
  30	  31
  30	  35
  30	  38
  30	  43
  32	  38
  33	  31
  33	  35
  33	  38
  34	  11
  34	  17
  34	  18
  34	  22
  34	  26
  34	  27
  34	  28
  34	  29
  34	  35
  34	  38
  35	  11
  35	  17
  35	  22
  35	  26
  35	  27
  35	  28
  35	  29
  35	  38
  36	  17
  36	  22
  36	  26
  36	  27
  36	  29
  36	  38
  37	  21
  37	  23
  37	  24
  37	  25
  37	  26
  37	  27
  37	  28
  37	  36
  44	   7
  44	  10
  44	  11
  44	  13
  44	  16
  44	  17
  44	  18
  44	  43
  45	   7
  45	  10
  45	  11
  45	  13
  45	  16
  45	  17
  45	  32
  45	  33
  45	  43
  46	   4
  46	  23
  46	  24
  47	   3
  47	   7
  47	   9
  47	  10
  47	  14
  47	  15
  47	  23
  47	  26
  47	  27
  47	  28
  47	  30
  47	  34
  47	  36
  48	   4
  48	   5
  48	   6
  48	   8
  48	  22
  48	  35
  48	  37
  49	   2
  49	   3
  49	   6
  49	   7
  49	   9
  49	  11
  49	  14
  49	  15
  49	  17
  49	  23
  49	  24
  49	  26
  49	  30
  49	  31
  49	  34
