25	2
11	3
24	4
3	5
23	6
10	7
22	8
8	9
6	10
12	11
1	12
150	13
2	14
4	15
21	16
20	17
157	18
177	19
164	20
163	21
159	22
158	23
15	24
17	25
176	26
175	27
172	28
171	29
169	30
168	31
165	32
162	33
161	34
160	35
156	36
13	37
155	38
153	39
151	40
149	41
16	42
183	43
182	44
180	45
126	54
44	55
46	56
50	57
48	58
19	61
125	63
47	65
51	66
54	68
90	69
89	70
85	72
64	73
59	74
58	75
121	76
62	77
18	78
14	79
84	80
43	82
116	83
57	84
56	85
88	86
86	87
87	88
49	89
82	90
45	91
83	92
53	102
52	106
55	108
120	112
5	117
60	118
124	119
81	123
