46	224
1	40
1	41
1	42
1	43
1	44
1	45
5	4
6	2
8	2
9	2
10	2
11	2
15	2
15	4
15	12
15	13
15	14
16	2
16	4
16	12
16	15
17	15
17	16
17	18
17	22
17	23
17	24
17	25
17	30
17	32
17	36
18	2
18	3
18	4
18	5
18	7
18	9
18	15
18	16
19	8
19	15
19	16
19	18
19	23
19	36
20	4
20	5
20	6
20	7
20	11
20	15
20	16
20	31
21	5
21	7
21	9
21	10
21	11
21	15
21	16
21	18
21	20
21	26
21	31
22	11
22	15
22	16
22	20
22	31
23	2
23	4
23	5
23	6
23	7
23	10
23	15
23	16
24	8
24	15
24	16
24	18
24	23
24	36
25	4
25	7
25	8
25	10
25	15
25	16
25	18
25	32
25	36
26	3
26	4
26	5
26	7
26	10
26	11
26	15
26	16
26	20
26	31
27	4
27	5
27	6
27	7
27	11
27	15
27	16
27	20
27	31
28	4
28	5
28	7
28	9
28	11
28	15
28	16
28	20
28	26
28	31
29	4
29	5
29	7
29	10
29	11
29	15
29	16
29	20
29	31
30	8
30	15
30	16
30	18
30	23
30	36
31	5
31	6
31	7
31	10
32	9
32	15
32	16
32	36
33	15
34	3
34	4
34	15
34	16
35	15
35	16
35	18
35	22
35	23
35	24
35	25
35	30
35	32
35	36
36	2
36	3
36	4
36	15
36	16
37	2
37	4
37	15
38	8
38	15
38	16
38	18
38	23
38	36
39	17
39	22
39	23
39	25
39	35
40	3
40	4
40	5
40	6
40	7
40	8
40	9
40	25
40	29
40	39
41	3
41	10
41	11
41	22
41	23
41	25
41	26
41	27
41	29
42	3
42	18
42	20
42	21
42	22
42	23
42	26
42	28
42	30
42	34
42	39
43	19
43	23
43	24
44	24
44	37
45	17
45	18
45	19
45	23
45	24
45	30
45	33
45	34
45	35
45	37
45	38
